수준	날짜 및 시간	원본	이벤트 ID	작업 범주
정보	2018-02-17 오후 2:13:01	EventLog	6009	없음	Microsoft (R) Windows (R) 10.00. 16299  Multiprocessor Free.
정보	2018-02-17 오후 2:12:22	Microsoft-Windows-Dhcp-Client	50037	서비스 상태 이벤트	DHCPv4 클라이언트 서비스가 중지되었습니다. ShutDown 플래그 값은 1입니다.
정보	2018-02-17 오후 2:12:22	Microsoft-Windows-Dhcp-Client	50106	서비스 상태 이벤트	DHCPv4에서 DHCPv6 서비스가 중지될 때까지 대기 중입니다.
정보	2018-02-17 오후 2:12:22	Microsoft-Windows-DHCPv6-Client	51057	서비스 상태 이벤트	DHCPv6 클라이언트 서비스 중지가 거의 완료되었습니다. DHCP 컨텍스트 참조 개수는 1개입니다.
정보	2018-02-17 오후 2:12:22	Microsoft-Windows-DHCPv6-Client	51057	서비스 상태 이벤트	DHCPv6 클라이언트 서비스 중지가 거의 완료되었습니다. DHCP 컨텍스트 참조 개수는 1개입니다.
정보	2018-02-17 오후 2:12:22	Microsoft-Windows-DHCPv6-Client	51057	서비스 상태 이벤트	DHCPv6 클라이언트 서비스 중지가 거의 완료되었습니다. DHCP 컨텍스트 참조 개수는 1개입니다.
정보	2018-02-17 오후 2:12:22	Microsoft-Windows-DHCPv6-Client	51047	서비스 상태 이벤트	DHCPv6 클라이언트 서비스가 중지되었습니다. ShutDown 플래그 값은 1입니다.
정보	2018-02-17 오후 2:12:22	Microsoft-Windows-Dhcp-Client	50105	서비스 상태 이벤트	DHCPv4 클라이언트 ProcessDHCPRequestForever가 TERMINATE_EVENT를 받았습니다.
정보	2018-02-17 오후 2:12:22	Microsoft-Windows-Dhcp-Client	50104	서비스 상태 이벤트	DHCPv4 클라이언트가 종료 알림을 받았습니다.
정보	2018-02-17 오후 2:12:22	EventLog	6006	없음	이벤트 로그 서비스가 멈추었습니다.
정보	2018-02-17 오후 2:12:22	Microsoft-Windows-Winlogon	7002	(1102)	사용자 환경 개선 프로그램용 사용자 로그오프 알림
정보	2018-02-17 오후 2:12:14	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
오류	2018-02-17 오후 2:09:55	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-02-17 오후 2:09:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 89개가 업데이트되고 수정된 페이지 18개가 만들어졌습니다.
정보	2018-02-17 오후 2:09:36	Microsoft-Windows-Ntfs	98	없음	볼륨 D: (\Device\HarddiskVolume11) 정상입니다. 작업이 필요 없습니다.
정보	2018-02-17 오후 2:09:34	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎02‎-‎16T17:55:59.812204200Z
절전 모드 해제 시간: ‎2018‎-‎02‎-‎17T05:09:32.547857200Z

절전 모드 해제 원본: 알 수 없음"
경고	2018-02-17 오후 2:09:33	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-02-17 오후 2:09:33	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-02-17 오후 2:09:32	Microsoft-Windows-Kernel-Boot	27	(33)	부팅 유형은 0x2입니다.
정보	2018-02-17 오후 2:09:32	Microsoft-Windows-Kernel-Boot	25	(32)	부팅 메뉴 정책은 0xBCE2A000입니다.
정보	2018-02-17 오후 2:09:32	Microsoft-Windows-Kernel-Boot	32	(58)	bootmgr에서 사용자 입력을 기다리는 데 0ms를 사용했습니다.
정보	2018-02-17 오후 2:09:32	Microsoft-Windows-Kernel-Boot	18	(57)	이 시스템에는 0x1개의 부팅 옵션이 있습니다.
정보	2018-02-17 오후 2:09:32	Microsoft-Windows-Kernel-Boot	30	(21)	펌웨어가 부팅 메트릭을 보고했습니다.
정보	2018-02-17 오후 2:09:32	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-02-17 오후 2:09:32	EventLog	6013	없음	시스템 작동 시간은 225083초입니다.
정보	2018-02-17 오후 2:09:31	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎16T17:56:05.693587100Z에서 ‎2018‎-‎02‎-‎17T05:09:31.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-02-17 오전 2:56:05	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-02-17 오전 2:56:01	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎02‎-‎16T17:55:59.812204200Z
절전 모드 해제 시간: ‎2018‎-‎02‎-‎16T17:55:59.810203400Z

절전 모드 해제 원본: S4 최대 절전 모드로 전환"
정보	2018-02-17 오전 2:56:01	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Hibernate from Sleep - Fixed Timeout"
경고	2018-02-17 오전 2:55:59	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-02-17 오전 2:55:59	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-02-17 오전 2:55:59	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-02-17 오전 2:55:58	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎16T17:25:59.889822400Z에서 ‎2018‎-‎02‎-‎16T17:55:58.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-02-17 오전 2:25:59	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-02-17 오전 2:25:59	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Button or Lid"
정보	2018-02-17 오전 2:55:59	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{1F28B6AC-87D9-4505-8445-493759E2E3D1}
"
정보	2018-02-17 오전 2:25:59	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{1AB41B36-EDF4-4F70-A85A-3D7E115F18A6}
"
정보	2018-02-17 오전 2:15:59	Microsoft-Windows-WindowsUpdateClient	19	Windows 업데이트 에이전트	설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9WZDNCRFJBH4-Microsoft.Windows.Photos
정보	2018-02-17 오전 2:15:54	Microsoft-Windows-WindowsUpdateClient	43	Windows 업데이트 에이전트	설치 시작: Windows에서 9WZDNCRFJBH4-Microsoft.Windows.Photos 업데이트 설치를 시작했습니다.
정보	2018-02-17 오전 2:15:49	Microsoft-Windows-WindowsUpdateClient	19	Windows 업데이트 에이전트	설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9WZDNCRFJ3PT-Microsoft.ZuneMusic
정보	2018-02-17 오전 2:15:48	Microsoft-Windows-Kernel-General	16	없음	\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Photos_2018.18011.13110.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보	2018-02-17 오전 2:15:42	Microsoft-Windows-WindowsUpdateClient	43	Windows 업데이트 에이전트	설치 시작: Windows에서 9WZDNCRFJ3PT-Microsoft.ZuneMusic 업데이트 설치를 시작했습니다.
정보	2018-02-17 오전 2:15:42	Microsoft-Windows-WindowsUpdateClient	19	Windows 업데이트 에이전트	설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9WZDNCRFJ3P2-Microsoft.ZuneVideo
정보	2018-02-17 오전 2:15:34	Microsoft-Windows-WindowsUpdateClient	43	Windows 업데이트 에이전트	설치 시작: Windows에서 9WZDNCRFJ3P2-Microsoft.ZuneVideo 업데이트 설치를 시작했습니다.
정보	2018-02-17 오전 2:15:27	Microsoft-Windows-Kernel-General	16	없음	\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneMusic_10.18011.13411.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보	2018-02-17 오전 2:15:27	Microsoft-Windows-Kernel-General	16	없음	\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneVideo_10.17122.15711.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보	2018-02-17 오전 2:14:47	Microsoft-Windows-WindowsUpdateClient	44	Windows 업데이트 에이전트	Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보	2018-02-17 오전 2:14:47	Microsoft-Windows-WindowsUpdateClient	44	Windows 업데이트 에이전트	Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보	2018-02-17 오전 2:14:46	Microsoft-Windows-WindowsUpdateClient	44	Windows 업데이트 에이전트	Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보	2018-02-17 오전 12:06:28	Service Control Manager	7040	없음	Windows Modules Installer 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보	2018-02-16 오후 11:53:28	Microsoft-Windows-Kernel-General	16	없음	\??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\usrclass.dat 하이브의 액세스 기록이 삭제되어 키 1개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-16 오후 11:53:28	Microsoft-Windows-Kernel-General	16	없음	\??\C:\WINDOWS\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\usrclass.dat 하이브의 액세스 기록이 삭제되어 키 1개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-16 오후 11:25:08	Service Control Manager	7040	없음	Windows Modules Installer 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보	2018-02-16 오후 11:13:25	Service Control Manager	7040	없음	Windows Modules Installer 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보	2018-02-16 오후 10:52:03	Microsoft-Windows-Kernel-General	16	없음	\??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보	2018-02-16 오후 10:51:59	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.zunemusic_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-16 오후 10:51:56	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.storepurchaseapp_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-16 오후 10:51:56	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.microsoftstickynotes_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-16 오후 10:51:56	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.microsoftofficehub_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 42개가 업데이트되고 수정된 페이지 7개가 만들어졌습니다.
정보	2018-02-16 오후 10:51:55	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.messaging_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-16 오후 10:51:54	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.aad.brokerplugin_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 5개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-16 오후 10:51:44	Microsoft-Windows-Kernel-General	15	없음	\??\C:\WINDOWS\System32\SMI\Store\Machine\SCHEMA.DAT 하이브를 시작 크기 12345344바이트와 끝 크기 11640832바이트로 재구성했습니다.
정보	2018-02-16 오후 10:51:41	Microsoft-Windows-Kernel-General	15	없음	\??\C:\WINDOWS\System32\config\COMPONENTS 하이브를 시작 크기 65650688바이트와 끝 크기 65634304바이트로 재구성했습니다.
정보	2018-02-16 오후 10:51:34	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎16T13:51:34.554959700Z에서 ‎2018‎-‎02‎-‎16T13:51:34.554566000Z(으)로 변경되었습니다.

변경 이유: An application or system component changed the time."
정보	2018-02-16 오후 10:51:34	Microsoft-Windows-Time-Service	35	없음	시간 서비스에서 현재 시스템 시간을 참조 ID 3313470515의 시간 원본 time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->51.140.127.197:123)과(와) 동기화하는 중입니다. 현 로컬 계층 수는 3입니다.
정보	2018-02-16 오후 10:51:20	Microsoft-Windows-Time-Service	37	없음	시간 제공자NtpClient에서 현재 time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->51.140.127.197:123)로부터 유효한 시간 데이터를 받는 중입니다.
정보	2018-02-16 오후 10:51:18	Microsoft-Windows-Time-Service	158	없음	시간 공급자 'VMICTimeProvider'에서 현재 하드웨어 및 작동 환경이 지원되지 않아 중지되었다고 표시했습니다. 이 동작은 HyperV 게스트가 아닌 환경의 VMICTimeProvider에 필요합니다. 현재 작동 환경의 현재 공급자에 필요한 동작일 수도 있습니다.
정보	2018-02-16 오후 10:51:07	Service Control Manager	7040	없음	Windows Modules Installer 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
오류	2018-02-16 오후 10:51:05	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-16 오후 10:01:01	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-02-16 오후 9:44:55	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보	2018-02-16 오후 9:42:45	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
오류	2018-02-16 오후 9:42:17	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-16 오후 9:36:41	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-VDAKD4D\noble SID(S-1-5-21-3663961258-2295108646-1993617583-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-02-16 오후 9:36:09	Microsoft-Windows-Kernel-Power	105	(100)	전원 변경.
정보	2018-02-16 오후 9:30:45	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보	2018-02-16 오후 9:28:09	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 14개가 업데이트되고 수정된 페이지 2개가 만들어졌습니다.
정보	2018-02-16 오후 9:28:04	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
오류	2018-02-16 오후 9:27:48	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-VDAKD4D\noble SID(S-1-5-21-3663961258-2295108646-1993617583-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-16 오후 9:27:21	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-16 오후 9:27:21	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-16 오후 9:27:20	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-16 오후 9:27:20	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-16 오후 9:27:20	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-02-16 오후 9:27:20	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
이고 APPID가 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-02-16 오후 9:27:08	Microsoft-Windows-Winlogon	7001	(1101)	사용자 환경 개선 프로그램용 사용자 로그온 알림
경고	2018-02-16 오후 9:27:07	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR2 장치에 오류가 감지되었습니다.
경고	2018-02-16 오후 9:27:07	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR2 장치에 오류가 감지되었습니다.
경고	2018-02-16 오후 9:27:07	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR2 장치에 오류가 감지되었습니다.
경고	2018-02-16 오후 9:27:07	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR2 장치에 오류가 감지되었습니다.
경고	2018-02-16 오후 9:27:07	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR2 장치에 오류가 감지되었습니다.
정보	2018-02-16 오후 9:27:06	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎02‎-‎16T01:14:11.862464900Z
절전 모드 해제 시간: ‎2018‎-‎02‎-‎16T12:27:05.066819400Z

절전 모드 해제 원본: 알 수 없음"
경고	2018-02-16 오후 9:27:05	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-02-16 오후 9:27:05	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-02-16 오후 9:27:04	Microsoft-Windows-Kernel-Boot	27	(33)	부팅 유형은 0x1입니다.
정보	2018-02-16 오후 9:27:04	Microsoft-Windows-Kernel-Boot	25	(32)	부팅 메뉴 정책은 0x1입니다.
정보	2018-02-16 오후 9:27:04	Microsoft-Windows-Kernel-Boot	32	(58)	bootmgr에서 사용자 입력을 기다리는 데 0ms를 사용했습니다.
정보	2018-02-16 오후 9:27:04	Microsoft-Windows-Kernel-Boot	18	(57)	이 시스템에는 0x1개의 부팅 옵션이 있습니다.
정보	2018-02-16 오후 9:27:04	Microsoft-Windows-Kernel-Boot	30	(21)	펌웨어가 부팅 메트릭을 보고했습니다.
정보	2018-02-16 오후 9:27:04	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-02-16 오후 9:27:03	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎16T01:14:14.814474200Z에서 ‎2018‎-‎02‎-‎16T12:27:03.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-02-16 오후 9:27:04	EventLog	6013	없음	시스템 작동 시간은 164935초입니다.
